,TEL
2012-01-27,14646099999
2012-01-30,14466760000
2012-01-31,14560700000
2012-02-01,14812629999
2012-02-02,14752849999
2012-02-03,15060290000
2012-02-06,15009050000
2012-02-07,15060290000
2012-02-08,15064560000
2012-02-09,15167040000
2012-02-10,14991970000
2012-02-13,15043209999
2012-02-14,14872410000
2012-02-15,14829709999
2012-02-16,15158500000
2012-02-17,15376270000
2012-02-21,15393349999
2012-02-22,15226819999
2012-02-23,15235360000
2012-02-24,15359190000
2012-02-27,15414700000
2012-02-28,15410430000
2012-02-29,15606849999
2012-03-01,15858780000
2012-03-02,15649550000
2012-03-05,15286599999
2012-03-06,14868140000
2012-03-07,14936459999
2012-03-08,15162770000
2012-03-09,15393349999
2012-03-12,15333569999
2012-03-13,15508640000
2012-03-14,15320760000
2012-03-15,15726410000
2012-03-16,15897209999
2012-03-19,15927099999
2012-03-20,15641010000
2012-03-21,15679440000
2012-03-22,15589770000
2012-03-23,15534260000
2012-03-26,15841700000
2012-03-27,15743489999
2012-03-28,15448860000
2012-03-29,15448860000
2012-03-30,15729000000
2012-04-02,15823160000
2012-04-03,15527840000
2012-04-04,15151200000
2012-04-05,15087000000
2012-04-09,14902960000
2012-04-10,14718920000
2012-04-11,14800240000
2012-04-12,15078439999
2012-04-13,14877280000
2012-04-16,15027080000
2012-04-17,15253920000
2012-04-18,15052760000
2012-04-19,14992840000
2012-04-20,15005680000
2012-04-23,14834479999
2012-04-24,14766000000
2012-04-25,15403720000
2012-04-26,15750399999
2012-04-27,15681920000
2012-04-30,15604880000
2012-05-01,15553520000
2012-05-02,15515000000
2012-05-03,15176880000
2012-05-04,14727479999
2012-05-07,14552000000
2012-05-08,14522040000
2012-05-09,14470680000
2012-05-10,14299479999
2012-05-11,14239560000
2012-05-14,14008439999
2012-05-15,13910000000
2012-05-16,13837240000
2012-05-17,13375000000
2012-05-18,13126760000
2012-05-21,13520520000
2012-05-22,13507680000
2012-05-23,13520520000
2012-05-24,13349320000
2012-05-25,13529080000
2012-05-29,13880040000
2012-05-30,13640360000
2012-05-31,13447760000
2012-06-01,13058280000
2012-06-04,13083960000
2012-06-05,13349320000
2012-06-06,13807280000
2012-06-07,13721680000
2012-06-08,13901439999
2012-06-11,13426360000
2012-06-12,13841520000
2012-06-13,13743080000
2012-06-14,13764479999
2012-06-15,13931399999
2012-06-18,13922840000
2012-06-19,14209600000
2012-06-20,13978479999
2012-06-21,13559040000
2012-06-22,13820120000
2012-06-25,13430640000
2012-06-26,13319360000
2012-06-27,13135320000
2012-06-28,13268000000
2012-06-29,13466020000
2012-07-02,13402720000
2012-07-03,13622160000
2012-07-05,13685460000
2012-07-06,13242360000
2012-07-09,13174840000
2012-07-10,12930080000
2012-07-11,13001820000
2012-07-12,13018700000
2012-07-13,13326760000
2012-07-16,13200160000
2012-07-17,13124200000
2012-07-18,13727660000
2012-07-19,13715000000
2012-07-20,13415380000
2012-07-23,13373180000
2012-07-24,13229700000
2012-07-25,13242360000
2012-07-26,13702340000
2012-07-27,13947099999
2012-07-30,14124340000
2012-07-31,13930220000
2012-08-01,13942880000
2012-08-02,13495560000
2012-08-03,13917559999
2012-08-06,14225620000
2012-08-07,14525240000
2012-08-08,14698260000
2012-08-09,14736240000
2012-08-10,14875500000
2012-08-13,14841740000
2012-08-14,14761559999
2012-08-15,14837519999
2012-08-16,15048519999
2012-08-17,15065400000
2012-08-20,15086500000
2012-08-21,15124480000
2012-08-22,14812200000
2012-08-23,14841740000
2012-08-24,14782660000
2012-08-27,14829080000
2012-08-28,14778440000
2012-08-29,14702480000
2012-08-30,14685599999
2012-08-31,14841740000
2012-09-04,14770000000
2012-09-05,14542120000
2012-09-06,15018980000
2012-09-07,15259519999
2012-09-10,15175120000
2012-09-11,15331260000
2012-09-12,15318599999
2012-09-13,15516940000
2012-09-14,15660420000
2012-09-17,15622440000
2012-09-18,15559139999
2012-09-19,15436760000
2012-09-20,15255300000
2012-09-21,15082280000
2012-09-24,14862840000
2012-09-25,14474599999
2012-09-26,14293139999
2012-09-27,14529460000
2012-09-28,14352220000
2012-10-01,14360660000
2012-10-02,14419740000
2012-10-03,14364880000
2012-10-04,14381760000
2012-10-05,14432400000
2012-10-08,14373320000
2012-10-09,14124340000
2012-10-10,13938660000
2012-10-11,14010400000
2012-10-12,13820500000
2012-10-15,13828940000
2012-10-16,14314240000
2012-10-17,14360660000
2012-10-18,14217179999
2012-10-19,13900679999
2012-10-22,13963980000
2012-10-23,13596840000
2012-10-24,13516660000
2012-10-25,13533540000
2012-10-26,13596840000
2012-10-31,13579960000
2012-11-01,13757200000
2012-11-02,13660139999
2012-11-05,14094800000
2012-11-06,14546340000
2012-11-07,14259380000
2012-11-08,14238280000
2012-11-09,14385980000
2012-11-12,14369099999
2012-11-13,14453500000
2012-11-14,14137000000
2012-11-15,14305800000
2012-11-16,14385980000
2012-11-19,14651840000
2012-11-20,14563220000
2012-11-21,14702480000
2012-11-23,14981000000
2012-11-26,14803760000
2012-11-27,14639179999
2012-11-28,14740460000
2012-11-29,14921920000
2012-11-30,14850179999
2012-12-03,14807980000
2012-12-04,15014760000
2012-12-05,14997880000
2012-12-06,15056960000
2012-12-07,15145580000
2012-12-10,15158240000
2012-12-11,15343920000
2012-12-12,15394559999
2012-12-13,15293280000
2012-12-14,15255300000
2012-12-17,15521160000
2012-12-18,15858760000
2012-12-19,15727940000
2012-12-20,16014900000
2012-12-21,15795460000
2012-12-24,15698400000
2012-12-26,15567580000
2012-12-27,15584460000
2012-12-28,15262800000
2012-12-31,15590399999
2013-01-02,15985200000
2013-01-03,15892800000
2013-01-04,15808800000
2013-01-07,15619799999
2013-01-08,15489600000
2013-01-09,15586200000
2013-01-10,15624000000
2013-01-11,15918000000
2013-01-14,15884400000
2013-01-15,15964200000
2013-01-16,15960000000
2013-01-17,16186800000
2013-01-18,16262400000
2013-01-22,16405200000
2013-01-23,16543800000
2013-01-24,16505999999
2013-01-25,16577400000
2013-01-28,16438800000
2013-01-29,16359000000
2013-01-30,16350600000
2013-01-31,16329600000
2013-02-01,16535399999
2013-02-04,16443000000
2013-02-05,16669799999
2013-02-06,16829400000
2013-02-07,16795800000
2013-02-08,17018400000
2013-02-11,16984799999
2013-02-12,17005800000
2013-02-13,17186400000
2013-02-14,17253600000
2013-02-15,17232600000
2013-02-19,17346000000
2013-02-20,17203200000
2013-02-21,17001599999
2013-02-22,17224200000
2013-02-25,16669799999
2013-02-26,16715999999
2013-02-27,16800000000
2013-02-28,16854600000
2013-03-01,16896599999
2013-03-04,16989000000
2013-03-05,17148600000
2013-03-06,17404800000
2013-03-07,17425800000
2013-03-08,17732400000
2013-03-11,17661000000
2013-03-12,17677800000
2013-03-13,17606400000
2013-03-14,17866800000
2013-03-15,17568600000
2013-03-18,17484600000
2013-03-19,17493000000
2013-03-20,17686200000
2013-03-21,17455200000
2013-03-22,17564400000
2013-03-25,17446800000
2013-03-26,17505600000
2013-03-27,17476200000
2013-03-28,17610600000
2013-04-01,17264000000
2013-04-02,17205900000
2013-04-03,17151950000
2013-04-04,17185150000
2013-04-05,17073100000
2013-04-08,17127050000
2013-04-09,17185150000
2013-04-10,17330400000
2013-04-11,17438300000
2013-04-12,17268150000
2013-04-15,16741100000
2013-04-16,17168549999
2013-04-17,16487949999
2013-04-18,16230650000
2013-04-19,16342700000
2013-04-22,16413249999
2013-04-23,16807500000
2013-04-24,17496400000
2013-04-25,17807650000
2013-04-26,17608450000
2013-04-29,17807650000
2013-04-30,18073250000
2013-05-01,17728800000
2013-05-02,18048350000
2013-05-03,18442600000
2013-05-06,18625200000
2013-05-07,18562950000
2013-05-08,18633500000
2013-05-09,18467500000
2013-05-10,18463350000
2013-05-13,18405250000
2013-05-14,18645950000
2013-05-15,18787050000
2013-05-16,18807800000
2013-05-17,19085850000
2013-05-20,19127350000
2013-05-21,19073400000
2013-05-22,18882500000
2013-05-23,18907400000
2013-05-24,18791200000
2013-05-28,18828550000
2013-05-29,18513150000
2013-05-30,18737250000
2013-05-31,18421850000
2013-06-03,18670850000
2013-06-04,18604450000
2013-06-05,18446750000
2013-06-06,18446750000
2013-06-07,18894950000
2013-06-10,18758000000
2013-06-11,18629350000
2013-06-12,18550500000
2013-06-13,18932300000
2013-06-14,18849300000
2013-06-17,19160550000
2013-06-18,19451050000
2013-06-19,19077550000
2013-06-20,18579550000
2013-06-21,18928150000
2013-06-24,18297350000
2013-06-25,18770450000
2013-06-26,18849300000
2013-06-27,18982100000
2013-06-28,18808020000
2013-07-01,19167330000
2013-07-02,19080600000
2013-07-03,19109510000
2013-07-05,19287100000
2013-07-08,19229280000
2013-07-09,19233410000
2013-07-10,19287100000
2013-07-11,19448170000
2013-07-12,19600980000
2013-07-15,19526640000
2013-07-16,19489470000
2013-07-17,19745530000
2013-07-18,19741400000
2013-07-19,19729010000
2013-07-22,19865300000
2013-07-23,19803350000
2013-07-24,20963880000
2013-07-25,20939100000
2013-07-26,20864760000
2013-07-29,20794550000
2013-07-30,20827590000
2013-07-31,21079520000
2013-08-01,21277760000
2013-08-02,21273630000
2013-08-05,21269500000
2013-08-06,21207550000
2013-08-07,20943230000
2013-08-08,20910190000
2013-08-09,20914320000
2013-08-12,20939100000
2013-08-13,20959750000
2013-08-14,20852370000
2013-08-15,20460020000
2013-08-16,20402200000
2013-08-19,20311340000
2013-08-20,20513710000
2013-08-21,20555010000
2013-08-22,20658260000
2013-08-23,20683040000
2013-08-26,20621090000
2013-08-27,20108970000
2013-08-28,20162660000
2013-08-29,20480670000
2013-08-30,20237000000
2013-09-03,20377420000
2013-09-04,20724340000
2013-09-05,20769770000
2013-09-06,20740860000
2013-09-09,21042350000
2013-09-10,21884870000
2013-09-11,21876610000
2013-09-12,21822920000
2013-09-13,22070720000
2013-09-16,22091370000
2013-09-17,22099630000
2013-09-18,22112020000
2013-09-19,22050070000
2013-09-20,21930300000
2013-09-23,21641200000
2013-09-24,21608160000
2013-09-25,21653590000
2013-09-26,21542080000
2013-09-27,21355560000
2013-09-30,21281580000
2013-10-01,21400770000
2013-10-02,21392550000
2013-10-03,21195270000
2013-10-04,21421320000
2013-10-07,21154170000
2013-10-08,20858250000
2013-10-09,20513010000
2013-10-10,21096630000
2013-10-11,21363780000
2013-10-14,21454200000
2013-10-15,21047310000
2013-10-16,21252810000
2013-10-17,21569280000
2013-10-18,22017270000
2013-10-21,22058370000
2013-10-22,22144680000
2013-10-23,21976170000
2013-10-24,22087140000
2013-10-25,22029600000
2013-10-28,21856980000
2013-10-29,21778890000
2013-10-30,20977440000
2013-10-31,21162390000
2013-11-01,21047310000
2013-11-04,21330900000
2013-11-05,21273360000
2013-11-06,21503520000
2013-11-07,21261030000
2013-11-08,21462420000
2013-11-11,21293910000
2013-11-12,21335010000
2013-11-13,21454200000
2013-11-14,21211710000
2013-11-15,21532290000
2013-11-18,21577500000
2013-11-19,20936340000
2013-11-20,21113070000
2013-11-21,21852870000
2013-11-22,21778890000
2013-11-25,21766560000
2013-11-26,21606270000
2013-11-27,21589830000
2013-11-29,21667920000
2013-12-02,21733680000
2013-12-03,21725460000
2013-12-04,21795330000
2013-12-05,21803550000
2013-12-06,22037820000
2013-12-09,21967950000
2013-12-10,22091250000
2013-12-11,21811770000
2013-12-12,21441870000
2013-12-13,21363780000
2013-12-16,21408990000
2013-12-17,21413100000
2013-12-18,21844650000
2013-12-19,21787110000
2013-12-20,22087140000
2013-12-23,22300860000
2013-12-24,22387170000
2013-12-26,22432380000
2013-12-27,22357300000
2013-12-30,22345000000
2013-12-31,22595100000
2014-01-02,22324500000
2014-01-03,22340900000
2014-01-06,22328600000
2014-01-07,22509000000
2014-01-08,22607400000
2014-01-09,22767300000
2014-01-10,22730400000
2014-01-13,22775500000
2014-01-14,22837000000
2014-01-15,22726300000
2014-01-16,22775500000
2014-01-17,22935400000
2014-01-21,23083000000
2014-01-22,24600000000
2014-01-23,24263800000
2014-01-24,23501200000
2014-01-27,23435600000
2014-01-28,23378200000
2014-01-29,23271600000
2014-01-30,23669300000
2014-01-31,23169100000
2014-02-03,22664800000
2014-02-04,22591000000
2014-02-05,22525400000
2014-02-06,22800100000
2014-02-07,23210100000
2014-02-10,23066600000
2014-02-11,23275700000
2014-02-12,23411000000
2014-02-13,23480700000
2014-02-14,23468400000
2014-02-18,23566800000
2014-02-19,23546300000
2014-02-20,23566800000
2014-02-21,23562700000
2014-02-24,23767700000
2014-02-25,23665200000
2014-02-26,23648800000
2014-02-27,23874300000
2014-02-28,24017800000
2014-03-03,23870200000
2014-03-04,24600000000
2014-03-05,24169500000
2014-03-06,24108000000
2014-03-07,24235100000
2014-03-10,24153100000
2014-03-11,23734900000
2014-03-12,23698000000
2014-03-13,23501200000
2014-03-14,23370000000
2014-03-17,23796400000
2014-03-18,24050600000
2014-03-19,23747200000
2014-03-20,24288400000
2014-03-21,24665600000
2014-03-24,24464700000
2014-03-25,24641000000
2014-03-26,24222800000
2014-03-27,24214600000
2014-03-28,24339590000
2014-03-31,24625890000
2014-04-01,24646340000
2014-04-02,25231210000
2014-04-03,25133050000
2014-04-04,24531820000
2014-04-07,24143270000
2014-04-08,24171900000
2014-04-09,24634070000
2014-04-10,24020570000
2014-04-11,24069650000
2014-04-14,24249610000
2014-04-15,24437750000
2014-04-16,24871290000
2014-04-17,24977630000
2014-04-21,25096240000
2014-04-22,25088060000
2014-04-23,24687240000
2014-04-24,24850840000
2014-04-25,24229160000
2014-04-28,23861060000
2014-04-29,23946950000
2014-04-30,24122820000
2014-05-01,24233250000
2014-05-02,24253700000
2014-05-05,24249610000
2014-05-06,23795620000
2014-05-07,23906050000
2014-05-08,23803800000
2014-05-09,23762900000
2014-05-12,24041020000
2014-05-13,23762900000
2014-05-14,23664740000
2014-05-15,23173940000
2014-05-16,23374350000
2014-05-19,23554310000
2014-05-20,23268010000
2014-05-21,23402980000
2014-05-22,23439790000
2014-05-23,23775170000
2014-05-27,23840610000
2014-05-28,23906050000
2014-05-29,24265970000
2014-05-30,24319140000
2014-06-02,24413210000
2014-06-03,24822210000
2014-06-04,24867200000
2014-06-05,25047160000
2014-06-06,25235300000
2014-06-09,25415260000
2014-06-10,25407080000
2014-06-11,25366180000
2014-06-12,25255750000
2014-06-13,25137140000
2014-06-16,25161680000
2014-06-17,25268020000
2014-06-18,25333460000
2014-06-19,25452070000
2014-06-20,25456160000
2014-06-23,25313010000
2014-06-24,24924460000
2014-06-25,24965360000
2014-06-26,25022620000
2014-06-27,25333460000
2014-06-30,25292560000
2014-07-01,25914240000
2014-07-02,25852890000
2014-07-03,26036940000
2014-07-07,26061480000
2014-07-08,26012400000
2014-07-09,26180090000
2014-07-10,25901970000
2014-07-11,25852890000
2014-07-14,25848800000
2014-07-15,25799720000
2014-07-16,25750640000
2014-07-17,25791540000
2014-07-18,26282340000
2014-07-21,26298700000
2014-07-22,26572730000
2014-07-23,25488880000
2014-07-24,25893790000
2014-07-25,25787450000
2014-07-28,25824260000
2014-07-29,25656570000
2014-07-30,25918330000
2014-07-31,25313010000
2014-08-01,25145320000
2014-08-04,25214850000
2014-08-05,25079880000
2014-08-06,25100330000
2014-08-07,24908100000
2014-08-08,25067610000
2014-08-11,25157590000
2014-08-12,25010350000
2014-08-13,25402990000
2014-08-14,25415260000
2014-08-15,25419350000
2014-08-18,25717920000
2014-08-19,25685200000
2014-08-20,25497060000
2014-08-21,25546140000
2014-08-22,25407080000
2014-08-25,25726100000
2014-08-26,25754730000
2014-08-27,25386630000
2014-08-28,25362090000
2014-08-29,25636120000
2014-09-02,25664750000
2014-09-03,25807900000
2014-09-04,25795630000
2014-09-05,25611580000
2014-09-08,25656570000
2014-09-09,25362090000
2014-09-10,25542050000
2014-09-11,26004220000
2014-09-12,25767000000
2014-09-15,25607490000
2014-09-16,25472520000
2014-09-17,25300740000
2014-09-18,25317100000
2014-09-19,24916280000
2014-09-22,24719960000
2014-09-23,24261880000
2014-09-24,24396850000
2014-09-25,23914230000
2014-09-26,23931600000
2014-09-29,23553090000
2014-09-30,22503030000
2014-10-01,22197780000
2014-10-02,22181500000
2014-10-03,22665830000
2014-10-06,22958870000
2014-10-07,22690250000
2014-10-08,22926310000
2014-10-09,22303600000
2014-10-10,20980850000
2014-10-13,20948290000
2014-10-14,21188420000
2014-10-15,21355290000
2014-10-16,21339010000
2014-10-17,21750080000
2014-10-20,21717520000
2014-10-21,22425700000
2014-10-22,22140800000
2014-10-23,22507100000
2014-10-24,22901890000
2014-10-27,22938520000
2014-10-28,23606000000
2014-10-29,23630420000
2014-10-30,24139170000
2014-10-31,24879910000
2014-11-03,24993870000
2014-11-04,25193300000
2014-11-05,25282840000
2014-11-06,25295050000
2014-11-07,25282840000
2014-11-10,25030500000
2014-11-11,25107830000
2014-11-12,25054920000
2014-11-13,24908400000
2014-11-14,25042710000
2014-11-17,24835140000
2014-11-18,25120040000
2014-11-19,25006080000
2014-11-20,25079340000
2014-11-21,25649140000
2014-11-24,25917760000
2014-11-25,25864850000
2014-11-26,25954390000
2014-11-28,26129400000
2014-12-01,25877060000
2014-12-02,26003230000
2014-12-03,26320690000
2014-12-04,26288130000
2014-12-05,26455000000
2014-12-08,26149750000
2014-12-09,26218940000
2014-12-10,25742750000
2014-12-11,25718330000
2014-12-12,25144460000
2014-12-15,24940960000
2014-12-16,24924680000
2014-12-17,25201440000
2014-12-18,25929970000
2014-12-19,25872990000
2014-12-22,26288130000
2014-12-23,26336969999
2014-12-24,26288130000
2014-12-26,26353250000
2014-12-29,26279989999
2014-12-30,26092770000
2014-12-31,25742750000
2015-01-02,25710190000
2015-01-05,25209580000
2015-01-06,24904330000
2015-01-07,25653210000
2015-01-08,26170100000
2015-01-09,26015440000
2015-01-12,25624720000
2015-01-13,25486340000
2015-01-14,25600300000
2015-01-15,25376450000
2015-01-16,25661350000
2015-01-20,25270630000
2015-01-21,25535180000
2015-01-22,25559600000
2015-01-23,25596230000
2015-01-26,25706120000
2015-01-27,26304410000
2015-01-28,27452150000
2015-01-29,27500989999
2015-01-30,27020730000
2015-02-02,27216090000
2015-02-03,27749260000
2015-02-04,27663790000
2015-02-05,28184750000
2015-02-06,27940550000
2015-02-09,28176610000
2015-02-10,28310920000
2015-02-11,28363830000
2015-02-12,28644660000
2015-02-13,28799320000
2015-02-17,28913280000
2015-02-18,28811530000
2015-02-19,28897000000
2015-02-20,29072010000
2015-02-23,29043520000
2015-02-24,29255160000
2015-02-25,29369120000
2015-02-26,29458660000
2015-02-27,29356910000
2015-03-02,29690650000
2015-03-03,29727280000
2015-03-04,29592969999
2015-03-05,29515640000
2015-03-06,29332489999
2015-03-09,29356910000
2015-03-10,29080150000
2015-03-11,28921420000
2015-03-12,29185969999
2015-03-13,28913280000
2015-03-16,29584830000
2015-03-17,29324350000
2015-03-18,29841239999
2015-03-19,29462730000
2015-03-20,29881940000
2015-03-23,29739489999
2015-03-24,29479010000
2015-03-25,28730130000
2015-03-26,28738270000
2015-03-27,28639240000
2015-03-30,29122380000
2015-03-31,29077720000
2015-04-01,28858480000
2015-04-02,28692020000
2015-04-06,28890960000
2015-04-07,28801640000
2015-04-08,28724500000
2015-04-09,28789460000
2015-04-10,28826000000
2015-04-13,28541800000
2015-04-14,28476840000
2015-04-15,28748860000
2015-04-16,28635180000
2015-04-17,28330680000
2015-04-20,28675780000
2015-04-21,28424060000
2015-04-22,28476840000
2015-04-23,27912500000
2015-04-24,27949040000
2015-04-27,27953099999
2015-04-28,27737919999
2015-04-29,27465900000
2015-04-30,27019300000
2015-05-01,27636419999
2015-05-04,28095200000
2015-05-05,27640480000
2015-05-06,27518680000
2015-05-07,27750099999
2015-05-08,27977460000
2015-05-11,28212939999
2015-05-12,27928740000
2015-05-13,28200759999
2015-05-14,28468720000
2015-05-15,28505259999
2015-05-18,28696080000
2015-05-19,28639240000
2015-05-20,28578340000
2015-05-21,28529620000
2015-05-22,28403759999
2015-05-26,28014000000
2015-05-27,28420000000
2015-05-28,28245419999
2015-05-29,28014000000
2015-06-01,28014000000
2015-06-02,28091140000
2015-06-03,28221060000
2015-06-04,27640480000
2015-06-05,27892200000
2015-06-08,27741980000
2015-06-09,27693259999
2015-06-10,27997759999
2015-06-11,28099259999
2015-06-12,27936860000
2015-06-15,27583640000
2015-06-16,28074900000
2015-06-17,27977460000
2015-06-18,28286020000
2015-06-19,27981520000
2015-06-22,28160160000
2015-06-23,28241360000
2015-06-24,27652660000
2015-06-25,27015240000
2015-06-26,26448000000
2015-06-29,25600000000
2015-06-30,25720000000
2015-07-01,25739999999
2015-07-02,25744000000
2015-07-06,25484000000
2015-07-07,25372000000
2015-07-08,24704000000
2015-07-09,24692000000
2015-07-10,24964000000
2015-07-13,25020000000
2015-07-14,25236000000
2015-07-15,25156000000
2015-07-16,25116000000
2015-07-17,24880000000
2015-07-20,24952000000
2015-07-21,24948000000
2015-07-22,24680000000
2015-07-23,24456000000
2015-07-24,24116000000
2015-07-27,23940000000
2015-07-28,24268000000
2015-07-29,24252000000
2015-07-30,24280000000
2015-07-31,24368000000
2015-08-03,24384000000
2015-08-04,24408000000
2015-08-05,25036000000
2015-08-06,24652000000
2015-08-07,24764000000
2015-08-10,25624000000
2015-08-11,25112000000
2015-08-12,25032000000
2015-08-13,24740000000
2015-08-14,25012000000
2015-08-17,25016000000
2015-08-18,24944000000
2015-08-19,24952000000
2015-08-20,24348000000
2015-08-21,23508000000
2015-08-24,22496000000
2015-08-25,22212000000
2015-08-26,22752000000
2015-08-27,23228000000
2015-08-28,23696000000
2015-08-31,23716000000
2015-09-01,23164000000
2015-09-02,23616000000
2015-09-03,23656000000
2015-09-04,23292000000
2015-09-08,24112000000
2015-09-09,23844000000
2015-09-10,24092000000
2015-09-11,24304000000
2015-09-14,24292000000
2015-09-15,24664000000
2015-09-16,25104000000
2015-09-17,24944000000
2015-09-18,24540000000
2015-09-21,24540000000
2015-09-22,23656000000
2015-09-23,23524000000
2015-09-24,23360000000
2015-09-25,22491700000
2015-09-28,21887250000
2015-09-29,22176000000
2015-09-30,23057650000
2015-10-01,22895950000
2015-10-02,23096150000
2015-10-05,23793000000
2015-10-06,23823800000
2015-10-07,23819950000
2015-10-08,23831500000
2015-10-09,23793000000
2015-10-12,23850750000
2015-10-13,23700600000
2015-10-14,23816100000
2015-10-15,24308900000
2015-10-16,24393600000
2015-10-19,24401300000
2015-10-20,24597650000
2015-10-21,23554300000
2015-10-22,24409000000
2015-10-23,24586100000
2015-10-26,24574550000
2015-10-27,24039400000
2015-10-28,24343550000
2015-10-29,24655400000
2015-10-30,24809400000
2015-11-02,25244449999
2015-11-03,25325300000
2015-11-04,25517800000
2015-11-05,25675650000
2015-11-06,25621750000
2015-11-09,25390750000
2015-11-10,25217500000
2015-11-11,25475450000
2015-11-12,25040400000
2015-11-13,24959550000
2015-11-16,25248300000
2015-11-17,25067350000
2015-11-18,25683349999
2015-11-19,25829650000
2015-11-20,26029850000
2015-11-23,25991350000
2015-11-24,25945150000
2015-11-25,25710300000
2015-11-27,25925900000
2015-11-30,25829650000
2015-12-01,26025999999
2015-12-02,25667950000
2015-12-03,25413850000
2015-12-04,25567850000
2015-12-07,25506250000
2015-12-08,25071200000
2015-12-09,24743950000
2015-12-10,24666949999
2015-12-11,24255000000
2015-12-14,24127950000
2015-12-15,24358950000
2015-12-16,24713150000
2015-12-17,24405150000
2015-12-18,24158750000
2015-12-21,24489850000
2015-12-22,24790150000
2015-12-23,25121250000
2015-12-24,25136650000
2015-12-28,23736439999
2015-12-29,23933000000
2015-12-30,23838360000
2015-12-31,23518040000
2016-01-04,23092160000
2016-01-05,23030280000
2016-01-06,22597120000
2016-01-07,21399560000
2016-01-08,21166600000
2016-01-11,21082880000
2016-01-12,21279440000
2016-01-13,20788040000
2016-01-14,20908160000
2016-01-15,20049120000
2016-01-19,20158320000
2016-01-20,20493200000
2016-01-21,20864480000
2016-01-22,21112000000
2016-01-25,20518680000
2016-01-26,20755280000
2016-01-27,20464080000
2016-01-28,20347600000
2016-01-29,20806240000
2016-02-01,20824440000
2016-02-02,19950840000
2016-02-03,19583200000
2016-02-04,19983600000
2016-02-05,19612320000
2016-02-08,19073600000
2016-02-09,19026280000
2016-02-10,19342960000
2016-02-11,19532240000
2016-02-12,19834360000
2016-02-16,20202000000
2016-02-17,20653360000
2016-02-18,20813520000
2016-02-19,20970040000
2016-02-22,21177520000
2016-02-23,20846280000
2016-02-24,20762560000
2016-02-25,20897240000
2016-02-26,20988240000
2016-02-29,20718880000
2016-03-01,21439600000
2016-03-02,21577920000
2016-03-03,22014720000
2016-03-04,21861840000
2016-03-07,22058400000
2016-03-08,21621600000
2016-03-09,21650720000
2016-03-10,21476000000
2016-03-11,21738080000
2016-03-14,21610680000
2016-03-15,21530600000
2016-03-16,21650720000
2016-03-17,22127560000
2016-03-18,22651720000
2016-03-21,22498840000
2016-03-22,22462440000
2016-03-23,22211280000
2016-03-24,22189440000
2016-03-28,21787710000
2016-03-29,21748440000
2016-03-30,21841260000
2016-03-31,22105440000
2016-04-01,22151850000
2016-04-04,21873390000
2016-04-05,21723450000
2016-04-06,21994770000
2016-04-07,21723450000
2016-04-08,21930510000
2016-04-11,22116150000
2016-04-12,22362480000
2016-04-13,22583820000
2016-04-14,22608810000
2016-04-15,22662360000
2016-04-18,22719480000
2016-04-19,22737330000
2016-04-20,21934080000
2016-04-21,21812700000
2016-04-22,21855540000
2016-04-25,21487830000
2016-04-26,21709170000
2016-04-27,21759150000
2016-04-28,21462840000
2016-04-29,21234360000
2016-05-02,21348600000
2016-05-03,21330750000
2016-05-04,21184380000
2016-05-05,21202230000
2016-05-06,21180810000
2016-05-09,21041580000
2016-05-10,21205800000
2016-05-11,21048720000
2016-05-12,20963040000
2016-05-13,20613180000
2016-05-16,20841660000
2016-05-17,20809530000
2016-05-18,20777400000
2016-05-19,20616750000
2016-05-20,20645310000
2016-05-23,20677440000
2016-05-24,21080850000
2016-05-25,21073710000
2016-05-26,21120120000
2016-05-27,21291480000
2016-05-31,21420000000
2016-06-01,21280770000
2016-06-02,21480690000
2016-06-03,21512820000
2016-06-06,21755580000
2016-06-07,22158990000
2016-06-08,22301790000
2016-06-09,22230390000
2016-06-10,21909090000
2016-06-13,21609210000
2016-06-14,21562800000
2016-06-15,21469980000
2016-06-16,21519960000
2016-06-17,21641340000
2016-06-20,21951930000
2016-06-21,22051890000
2016-06-22,22112580000
2016-06-23,22491000000
2016-06-24,20348600000
2016-06-27,19464650000
2016-06-28,19635050000
2016-06-29,19911950000
2016-06-30,20274050000
2016-07-01,20171100000
2016-07-05,19791250000
2016-07-06,19709600000
2016-07-07,20029100000
2016-07-08,20423150000
2016-07-11,20664550000
2016-07-12,21012450000
2016-07-13,20945000000
2016-07-14,21150900000
2016-07-15,21321300000
2016-07-18,21197050000
2016-07-19,21154450000
2016-07-20,21963850000
2016-07-21,21846700000
2016-07-22,21750850000
2016-07-25,21772150000
2016-07-26,21800550000
2016-07-27,21757950000
2016-07-28,21495250000
2016-07-29,21399400000
2016-08-01,21342600000
2016-08-02,20607750000
2016-08-03,20696500000
2016-08-04,20636150000
2016-08-05,20937900000
2016-08-08,20994700000
2016-08-09,21108300000
2016-08-10,21204150000
2016-08-11,21324850000
2016-08-12,21296450000
2016-08-15,21729550000
2016-08-16,21552050000
2016-08-17,21807650000
2016-08-18,21946100000
2016-08-19,22315300000
2016-08-22,22329500000
2016-08-23,22464400000
2016-08-24,22400500000
2016-08-25,22482150000
2016-08-26,22556700000
2016-08-29,22507000000
2016-08-30,22521200000
2016-08-31,22567350000
2016-09-01,22428900000
2016-09-02,22592200000
2016-09-06,22265600000
2016-09-07,22453750000
2016-09-08,22283350000
2016-09-09,21647900000
2016-09-12,21875100000
2016-09-13,21605300000
2016-09-14,21591100000
