,PM
2022-02-03,160905500000
2022-02-04,160564500000
2022-02-07,160549000000
2022-02-08,160967500000
2022-02-09,161355000000
2022-02-10,162858500000
2022-02-11,167338000000
2022-02-14,169322000000
2022-02-15,169988500000
2022-02-16,172933500000
2022-02-17,173445000000
2022-02-18,172995500000
2022-02-22,168314500000
2022-02-23,168314500000
2022-02-24,159324500000
2022-02-25,163122000000
2022-02-28,156658500000
2022-03-01,157232000000
2022-03-02,158937000000
2022-03-03,158844000000
2022-03-04,154690000000
2022-03-07,144460000000
2022-03-08,145653500000
2022-03-09,145405500000
2022-03-10,142429500000
2022-03-11,137748500000
2022-03-14,138864500000
2022-03-15,143623000000
2022-03-16,145343500000
2022-03-17,144661500000
2022-03-18,145545000000
2022-03-21,145917000000
2022-03-22,145157500000
2022-03-23,141437500000
2022-03-24,143499000000
2022-03-25,144847500000
2022-03-28,142708500000
2022-03-29,145126500000
2022-03-30,145607000000
2022-03-31,145700940000
2022-04-01,150105780000
2022-04-04,149330280000
2022-04-05,148368660000
2022-04-06,153580020000
2022-04-07,154588170000
2022-04-08,155208570000
2022-04-11,157023240000
2022-04-12,155859990000
2022-04-13,156961200000
2022-04-14,157845270000
2022-04-18,156728550000
2022-04-19,159101580000
2022-04-20,159830550000
2022-04-21,162948060000
2022-04-22,159272190000
2022-04-25,159024030000
2022-04-26,159396270000
2022-04-27,157721190000
2022-04-28,158837910000
2022-04-29,155100000000
2022-05-02,152882070000
2022-05-03,153533490000
2022-05-04,155968560000
2022-05-05,154743270000
2022-05-06,153455940000
2022-05-09,154898370000
2022-05-10,153362880000
2022-05-11,160714620000
2022-05-12,160326870000
2022-05-13,161970930000
2022-05-16,164266410000
2022-05-17,164871300000
2022-05-18,164685180000
2022-05-19,155875500000
2022-05-20,156883650000
2022-05-23,159613410000
2022-05-24,165367620000
2022-05-25,168392070000
2022-05-26,167616570000
2022-05-27,165910470000
2022-05-31,164793750000
2022-06-01,164033760000
2022-06-02,164731710000
2022-06-03,163661520000
2022-06-06,164979870000
2022-06-07,164840280000
2022-06-08,160590540000
2022-06-09,157721190000
2022-06-10,158713830000
2022-06-13,152773500000
2022-06-14,153502470000
2022-06-15,152323710000
2022-06-16,152416770000
2022-06-17,151920450000
2022-06-21,155255100000
2022-06-22,153828180000
2022-06-23,157535070000
2022-06-24,160373400000
2022-06-27,159303210000
2022-06-28,158884440000
2022-06-29,156449370000
2022-06-30,153047000000
2022-07-01,154566000000
2022-07-05,152024000000
2022-07-06,147250000000
2022-07-07,147234500000
2022-07-08,145529500000
2022-07-11,144506500000
2022-07-12,145390000000
2022-07-13,140507500000
2022-07-14,138911000000
2022-07-15,139779000000
2022-07-18,138740500000
2022-07-19,141716500000
2022-07-20,139236500000
2022-07-21,145064500000
2022-07-22,148691500000
2022-07-25,148552000000
2022-07-26,149621500000
2022-07-27,150288000000
2022-07-28,150613500000
2022-07-29,150582500000
2022-08-01,152644000000
2022-08-02,152907500000
2022-08-03,153155500000
2022-08-04,151900000000
2022-08-05,151280000000
2022-08-08,151342000000
2022-08-09,150923500000
2022-08-10,152101500000
2022-08-11,154178500000
2022-08-12,153822000000
2022-08-15,156550000000
2022-08-16,157666000000
2022-08-17,156813500000
2022-08-18,155775000000
2022-08-19,155201500000
2022-08-22,152349500000
2022-08-23,151590000000
2022-08-24,151342000000
2022-08-25,152194500000
2022-08-26,149652500000
2022-08-29,149172000000
2022-08-30,148009500000
2022-08-31,148009500000
2022-09-01,149544000000
2022-09-02,146521500000
2022-09-06,145855000000
2022-09-07,146645500000
2022-09-08,148211000000
2022-09-09,150443000000
2022-09-12,151373000000
2022-09-13,145731000000
2022-09-14,145235000000
2022-09-15,145762000000
2022-09-16,148118000000
2022-09-19,148676000000
2022-09-20,148815500000
2022-09-21,149451000000
2022-09-22,148474500000
2022-09-23,142274500000
2022-09-26,139763500000
2022-09-27,134881000000
2022-09-28,135392499999
2022-09-29,133439500000
2022-09-30,128665500000
2022-10-03,131796500000
2022-10-04,134850000000
2022-10-05,134803500000
2022-10-06,132478500000
2022-10-07,131207500000
2022-10-10,130200000000
2022-10-11,132711000000
2022-10-12,132788500000
2022-10-13,135206500000
2022-10-14,132153000000
2022-10-17,132633499999
2022-10-18,133780500000
2022-10-19,134028500000
2022-10-20,131796500000
2022-10-21,134090500000
2022-10-24,135144500000
2022-10-25,137175000000
2022-10-26,138849000000
2022-10-27,138787000000
2022-10-28,143421500000
2022-10-31,142367500000
2022-11-01,142166000000
2022-11-02,138539000000
2022-11-03,136927000000
2022-11-04,139469000000
2022-11-07,140895000000
2022-11-08,143375000000
2022-11-09,141003500000
2022-11-10,144537500000
2022-11-11,146428500000
2022-11-14,145591500000
2022-11-15,146738500000
2022-11-16,146800500000
2022-11-17,147498000000
2022-11-18,149234000000
2022-11-21,150195000000
2022-11-22,150598000000
2022-11-23,152070500000
2022-11-25,152287500000
2022-11-28,151326500000
2022-11-29,151574500000
2022-11-30,154488500000
2022-12-01,158813000000
2022-12-02,161665000000
2022-12-05,160394000000
2022-12-06,157526500000
2022-12-07,157914000000
2022-12-08,158193000000
2022-12-09,158239500000
2022-12-12,159030000000
2022-12-13,158596000000
2022-12-14,158813000000
2022-12-15,156968500000
2022-12-16,155434000000
2022-12-19,155945500000
2022-12-20,156426000000
2022-12-21,155806000000
2022-12-22,156333000000
2022-12-23,157619500000
2022-12-27,159154000000
2022-12-28,156457000000
2022-12-29,156844500000
2022-12-30,156875500000
2023-01-03,157217600000
2023-01-04,157108960000
2023-01-05,156472640000
2023-01-06,160616480000
2023-01-09,158769600000
2023-01-10,158598880000
2023-01-11,158397120000
2023-01-12,157434880000
2023-01-13,157838400000
2023-01-17,157108960000
2023-01-18,154051520000
2023-01-19,157046880000
2023-01-20,158024640000
2023-01-23,156984800000
2023-01-24,157217600000
2023-01-25,160507840000
2023-01-26,161904640000
2023-01-27,161035520000
2023-01-30,161144160000
2023-01-31,161780480000
2023-02-01,163565280000
2023-02-02,160647520000
2023-02-03,159219680000
2023-02-06,158009120000
2023-02-07,158614400000
2023-02-08,157202080000
2023-02-09,158335040000
2023-02-10,158862720000
2023-02-13,160957920000
2023-02-14,157853920000
2023-02-15,156922720000
2023-02-16,155665600000
2023-02-17,158024640000
2023-02-21,155168960000
2023-02-22,154563680000
2023-02-23,154936160000
2023-02-24,152996160000
2023-02-27,152359840000
2023-02-28,151009600000
2023-03-01,151335520000
2023-03-02,152654720000
2023-03-03,153958400000
2023-03-06,155355200000
2023-03-07,154036000000
2023-03-08,154812000000
2023-03-09,153585920000
2023-03-10,152639200000
2023-03-13,151118240000
2023-03-14,151087200000
2023-03-15,149271360000
2023-03-16,148045280000
2023-03-17,147114080000
2023-03-20,149457600000
2023-03-21,148526400000
2023-03-22,143358240000
2023-03-23,140099040000
2023-03-24,140844000000
2023-03-27,143715200000
2023-03-28,146244960000
2023-03-29,147005440000
2023-03-30,149954240000
2023-03-31,150932000000
2023-04-03,151940800000
2023-04-04,151382080000
2023-04-05,153244480000
2023-04-06,153694560000
2023-04-10,152980640000
2023-04-11,153089280000
2023-04-12,153322080000
2023-04-13,154812000000
2023-04-14,154392960000
2023-04-17,155106880000
2023-04-18,157264160000
2023-04-19,157543520000
2023-04-20,150093920000
2023-04-21,151739040000
2023-04-24,152639200000
2023-04-25,153166880000
2023-04-26,152406400000
2023-04-27,153368640000
2023-04-28,155153440000
2023-05-01,154191200000
2023-05-02,150404320000
2023-05-03,148774720000
2023-05-04,146477760000
2023-05-05,148309120000
2023-05-08,148309120000
2023-05-09,148448800000
2023-05-10,147595200000
2023-05-11,147502080000
2023-05-12,147626240000
2023-05-15,147440000000
2023-05-16,145670720000
2023-05-17,145096480000
2023-05-18,143715200000
2023-05-19,144630880000
2023-05-22,144444640000
2023-05-23,144242880000
2023-05-24,143327200000
2023-05-25,140859520000
2023-05-26,140983680000
2023-05-30,140005920000
2023-05-31,139695520000
2023-06-01,139928320000
2023-06-02,142442560000
2023-06-05,139757600000
2023-06-06,142194240000
2023-06-07,143172000000
2023-06-08,143047840000
2023-06-09,143699680000
2023-06-12,143792800000
2023-06-13,144801600000
2023-06-14,144429120000
2023-06-15,147020960000
2023-06-16,147269280000
2023-06-20,147160640000
2023-06-21,149535200000
2023-06-22,148510880000
2023-06-23,149457600000
2023-06-26,150187040000
2023-06-27,149861120000
2023-06-28,149302400000
2023-06-29,151614880000
2023-06-30,151506240000
2023-07-03,152840960000
2023-07-05,151242400000
2023-07-06,151320000000
2023-07-07,151630400000
2023-07-10,151708000000
2023-07-11,153027200000
2023-07-12,153648000000
2023-07-13,155960480000
2023-07-14,154424000000
2023-07-17,153570400000
2023-07-18,152639200000
2023-07-19,153291040000
2023-07-20,152375360000
2023-07-21,151351040000
2023-07-24,151506240000
2023-07-25,150838880000
2023-07-26,152452960000
2023-07-27,152996160000
2023-07-28,154982720000
2023-07-31,154765440000
2023-08-01,152484000000
2023-08-02,152002880000
2023-08-03,151195840000
2023-08-04,149317920000
2023-08-07,150869920000
2023-08-08,150776800000
2023-08-09,150730240000
2023-08-10,150295680000
2023-08-11,149240320000
2023-08-14,148759200000
2023-08-15,146865760000
2023-08-16,145872480000
2023-08-17,144956800000
2023-08-18,146446720000
2023-08-21,146400160000
2023-08-22,145934560000
2023-08-23,146384640000
2023-08-24,146012160000
2023-08-25,147548640000
2023-08-28,148805760000
2023-08-29,149380000000
2023-08-30,150171520000
2023-08-31,149085120000
2023-09-01,148495360000
2023-09-05,146679520000
2023-09-06,145189600000
2023-09-07,144770560000
2023-09-08,145375840000
2023-09-11,146710560000
2023-09-12,146586400000
2023-09-13,147828000000
2023-09-14,149473120000
2023-09-15,148666080000
2023-09-18,150481920000
2023-09-19,151040640000
2023-09-20,151645920000
2023-09-21,148867840000
2023-09-22,147331360000
2023-09-25,145453440000
2023-09-26,141340640000
2023-09-27,140176640000
2023-09-28,144413600000
2023-09-29,143684160000
2023-10-02,141868320000
2023-10-03,140099040000
2023-10-04,141744160000
2023-10-05,142752960000
2023-10-06,143047840000
2023-10-09,143265120000
2023-10-10,145965600000
2023-10-11,144568800000
2023-10-12,142582240000
2023-10-13,143187520000
2023-10-16,144522240000
2023-10-17,144941280000
2023-10-18,144661920000
2023-10-19,140812960000
2023-10-20,143653120000
2023-10-23,141107840000
2023-10-24,140968160000
2023-10-25,139726560000
2023-10-26,139229920000
2023-10-27,135753440000
2023-10-30,138733280000
2023-10-31,138376320000
2023-11-01,138143520000
2023-11-02,141138880000
2023-11-03,142039040000
2023-11-06,141185440000
2023-11-07,141666560000
2023-11-08,139990400000
2023-11-09,139369600000
2023-11-10,139214400000
2023-11-13,139680000000
2023-11-14,140300800000
2023-11-15,142364960000
2023-11-16,141666560000
2023-11-17,142706400000
2023-11-20,143373760000
2023-11-21,144025600000
2023-11-22,145608640000
2023-11-24,146415680000
2023-11-27,145965600000
2023-11-28,146120800000
2023-11-29,145344800000
2023-11-30,144894720000
2023-12-01,145965600000
2023-12-04,144227360000
2023-12-05,143622080000
2023-12-06,141387200000
2023-12-07,141418240000
2023-12-08,141713120000
2023-12-11,144320480000
2023-12-12,144149760000
2023-12-13,146508800000
2023-12-14,146927840000
2023-12-15,146601920000
2023-12-18,147253760000
2023-12-19,147859040000
2023-12-20,142768480000
2023-12-21,144072160000
2023-12-22,144242880000
2023-12-26,144724000000
2023-12-27,145546560000
2023-12-28,146012160000
2023-12-29,146012160000
2024-01-02,148404680000
2024-01-03,148187260000
2024-01-04,148559980000
2024-01-05,148000900000
2024-01-08,149538370000
2024-01-09,148451270000
2024-01-10,146711910000
2024-01-11,147767950000
2024-01-12,147954310000
2024-01-16,146774030000
2024-01-17,145531630000
2024-01-18,144724070000
2024-01-19,143372960000
2024-01-22,143543790000
2024-01-23,142565400000
2024-01-24,141136640000
2024-01-25,141649130000
2024-01-26,141090050000
2024-01-29,142410100000
2024-01-30,142503280000
2024-01-31,141090050000
2024-02-01,144879370000
2024-02-02,144413470000
2024-02-05,142301390000
2024-02-06,142347980000
2024-02-07,142006320000
2024-02-08,138232530000
2024-02-09,138403360000
2024-02-12,139770000000
2024-02-13,138512070000
2024-02-14,138558660000
2024-02-15,138185940000
2024-02-16,139226450000
2024-02-20,139210920000
2024-02-21,140655210000
2024-02-22,141618070000
2024-02-23,142192680000
2024-02-26,140422260000
2024-02-27,140049540000
2024-02-28,140422260000
2024-02-29,139707880000
2024-03-01,139505990000
2024-03-04,140251430000
2024-03-05,140655210000
2024-03-06,141462770000
2024-03-07,142115030000
2024-03-08,143932040000
2024-03-11,146618730000
2024-03-12,147022510000
2024-03-13,148031960000
2024-03-14,145904350000
2024-03-15,146401310000
2024-03-18,148047490000
2024-03-19,147503940000
2024-03-20,145422920000
2024-03-21,143186600000
2024-03-22,141136640000
2024-03-25,141555950000
2024-03-26,140360140000
2024-03-27,143233190000
2024-03-28,142285860000
2024-04-01,142006320000
2024-04-02,142596460000
2024-04-03,141323000000
2024-04-04,139925300000
2024-04-05,138962440000
2024-04-08,140266960000
2024-04-09,141431710000
2024-04-10,139335160000
2024-04-11,138884790000
2024-04-12,137984050000
2024-04-15,137595800000
2024-04-16,138993500000
2024-04-17,140670740000
2024-04-18,141633600000
2024-04-19,145624810000
2024-04-22,146075180000
2024-04-23,151665980000
2024-04-24,153778060000
2024-04-25,149227770000
2024-04-26,147566060000
2024-04-29,148466800000
2024-04-30,147441820000
2024-05-01,149165650000
2024-05-02,151122430000
2024-05-03,151262200000
2024-05-06,151339850000
2024-05-07,151464090000
2024-05-08,152582250000
2024-05-09,154461380000
2024-05-10,154771980000
2024-05-13,154197370000
2024-05-14,155051520000
2024-05-15,156185210000
2024-05-16,156324980000
2024-05-17,155035990000
2024-05-20,154663270000
2024-05-21,155657190000
2024-05-22,156961710000
2024-05-23,154756450000
2024-05-24,155191290000
2024-05-28,155377650000
2024-05-29,154678800000
2024-05-30,154383730000
2024-05-31,157443140000
2024-06-03,159896880000
2024-06-04,161185870000
2024-06-05,161620710000
2024-06-06,161884720000
2024-06-07,160906330000
2024-06-10,161015040000
2024-06-11,161232460000
2024-06-12,159415450000
2024-06-13,158374940000
2024-06-14,158716600000
2024-06-17,158483650000
2024-06-18,157225720000
2024-06-20,157163600000
2024-06-21,155175760000
2024-06-24,158204110000
2024-06-25,158468120000
2024-06-26,158343880000
2024-06-27,157738210000
2024-06-28,157365490000
2024-07-01,157241250000
2024-07-02,157846920000
2024-07-03,157505260000
2024-07-05,158592360000
2024-07-08,159322270000
2024-07-09,157893510000
2024-07-10,159586280000
2024-07-11,163065000000
2024-07-12,164540350000
2024-07-15,163173710000
2024-07-16,164773300000
2024-07-17,168205430000
2024-07-18,166885380000
2024-07-19,166357360000
2024-07-22,166727100000
2024-07-23,170365800000
2024-07-24,173289200000
2024-07-25,176026000000
2024-07-26,176274800000
2024-07-29,177892000000
2024-07-30,178358500000
2024-07-31,179073800000
2024-08-01,182650300000
2024-08-02,183210100000
2024-08-05,176585800000
2024-08-06,177581000000
2024-08-07,179975700000
2024-08-08,180830950000
2024-08-09,180395550000
